Publication Year,Author,Title,Url,Date,Extra,Manual Tags
2025,"Jiang, K.; Ye, C.; Ao, Y.; Xiao, M.; Li, J.; Xiong, L.; Xu, X.",Non-solution power flow diagnosis method for AC/DC hybrid power grid based on topology-aware graph neural network,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018067523&doi=10.1063%2F5.0300246&partnerID=40&md5=cac67bfda9a185ecdbd133d76e9389eb,2025,Publisher: American Institute of Physics,#done; Power grids; Graph neural networks; Network topology; Power flows; Electric load flow; Benchmarking; Topological changes; Grid-based; Data acquisition; Nonlinear equations; Topology aware; Hybrid power; Power systems computer aided design; DC grid; Computer aided design; Diagnosis methods; Flow diagnosis; Rectifying circuits; #grid-analysis; #
2025,"Yang, K.; Xue, F.; Huang, T.; Lu, S.; Jiang, L.; Xu, X.",Lightweight model for power grid cascading failures risk evaluation based on graph physics-informed attention network,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007744407&doi=10.1016%2Fj.eswa.2025.128468&partnerID=40&md5=08ed3171dc5a252ce09c1f93155faee4,2025,Publisher: Elsevier Ltd,#done; Power grids; Graph algorithms; Power flows; Cascading failures; Network theory (graphs); Smart power grids; Electric power transmission networks; Risk analysis; Power transmission lines; Risk assessment; Power grid; Graph classification; Complex network; Grid reliability; Physic-informed; Failure risk evaluation; Flow-based models; On-line applications; Physical dynamics; Physics-informed; #faults-reliability
2025,"Han, L.; Wang, J.",A regional electricity price prediction method based on Transformer and Graph Neural Networks,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005582257&doi=10.1016%2Fj.aej.2025.04.050&partnerID=40&md5=930795fa1aec27b73e5d501410bd80ab,2025,Publisher: Elsevier B.V.,#done; Graph neural networks; Graph neural network; Deep learning; Transformer; Deep neural networks; Electric power system interconnection; Prediction methods; Spatial dependencies; Electric industry; Electricity prices; Crude oil price; Electricity market; Heterogeneous data integration; Heterogeneous data integrations; Optimizing energy; Price prediction; Regional electricity price prediction; #forecasting
2025,"Tang, L.; Xie, H.; Wang, Y.; Xu, Z.",Deeply flexible commercial building HVAC system control: A physics-aware deep learning-embedded MPC approach,https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000549805&doi=10.1016%2Fj.apenergy.2025.125631&partnerID=40&md5=94e90bb02776b407cbb1b18a9c799e82,2025,Publisher: Elsevier Ltd,"#done; Deep learning; machine learning; alternative energy; algorithm; simulation; Conditioning systems; air conditioning; building; Building heating; Building heating, ventilation, and air conditioning system; Building HVAC system; Commercial building; control system; EnergyPlus; Energyplus simulation; EnergyPlus simulation; Heating ventilation and air conditioning; HVAC; Model predictive control; Model-predictive control; Predictive control systems; System control; #optimization-control"
2025,"Mishra, K.; Basu, S.; Maulik, U.",A classification framework for demand side management in residential smart grids,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000042715&doi=10.1007%2Fs41060-025-00735-w&partnerID=40&md5=5e0c19f95457db7fa073f958a2164134,2025,Publisher: Springer Science and Business Media Deutschland GmbH,#done; Graph neural networks; Smart grid; Time series; Demand response; Smart power grids; Renewable energy; Graph structures; Times series; Housing; Electricity-consumption; Graph structure; Classification framework; Classifier models; Demand side management; Demand-side; Residential grid; Residential grids; Residential homes; #optimization-control
2025,"Wang, H.; Shi, J.; Lin, C.; Liu, X.; Li, G.; Sun, S.; Zhou, X.; Li, Y.",Nuclear power systems unsupervised anomaly localization considering spatiotemporal information and influence mechanism between devices,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002707897&doi=10.1016%2Fj.energy.2025.136204&partnerID=40&md5=a3fab4dd9d7b7e4b254270bf0f6398f5,2025,Publisher: Elsevier Ltd,#done; Unsupervised learning; Localization method; Anomaly detection; spatiotemporal analysis; Detection and localization; Anomaly detection methods; Spatiotemporal information; Novel methods; nuclear power plant; anomaly; Anomaly localization; Anomaly localizations; Influence mechanism; nuclear power; Nuclear power system; supervised classification; unsupervised classification; Unsupervised clustering; #faults-reliability
2025,"Pinzhang, Z.; Yifan, W.; Wang, W.; Jian, W.",Fault diagnosis method for voltage transformers based on wavelet threshold filtering and graph neural networks,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012278667&doi=10.1088%2F1361-6501%2Fadf13a&partnerID=40&md5=bc1934b82f264d0a5d6c9141a1d3fb7a,2025,Publisher: Institute of Physics,#done; graph neural networks; Graph neural networks; feature extraction; Features extraction; Feature extraction; fault diagnosis; Extraction; Failure analysis; Fault detection; Faults diagnosis; Iterative methods; Mean square error; Wavelet transforms; Fuzzy neural networks; Electric fault currents; Fault diagnosis method; Wavelet analysis; Voltage transformer; Adaptive filtering; Adaptive filters; Adaptive wavelet thresholds; Entropy; fuzzy dispersion entropy; Fuzzy dispersion entropy; High noise; Iterative filtering; Signal to noise ratio; Threshold voltage; wavelet threshold filtering; Wavelet threshold filtering; #faults-reliability
2024,"Zhao, W.; Chang, W.; Yang, Q.",Collaborative energy management of interconnected regional integrated energy systems considering spatio-temporal characteristics,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204099168&doi=10.1016%2Fj.renene.2024.121363&partnerID=40&md5=c884c561cec10e2abf975a21d2939c2d,2024,0 citations (Semantic Scholar/DOI) [2025-11-26] Publisher: Elsevier Ltd,#done; Spatiotemporal correlation; spatiotemporal analysis; Demand response; correlation; Electric vehicle; Spatio-temporal correlation; optimization; Energy; Integrated energy systems; electric vehicle; integrated approach; Demand side response; energy management; Low carbon energies; Low-carbon energy management; Multi-regional integrated energy system; Multi-regional integrated energy systems; Renewable distributed generations; Three-dimensional integrated demand response; three-dimensional modeling; #optimization-control
2025,"Soleimani, S.; Afshar, A.; Atrianfar, H.",Critical component analysis of cyber-physical power systems in cascading failures using graph convolutional networks: An energy-based approach,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218253814&doi=10.1016%2Fj.segan.2025.101653&partnerID=40&md5=00bcc9eaf319862075fce2b2d430c170,2025,Publisher: Elsevier Ltd,#done; Convolutional networks; Graph convolutional network; Power; Cybe-physical systems; Cyber attacks; Cyber-physical systems; Graph convolutional networks; Cascading failures; Convolution; Cyber physicals; Energy; Cascading failure; Coronavirus; Cyber-physical system; Energy entropy; Energy-entropy; Vulnerability metrics; #faults-reliability
2025,"Keçeci, C.; Davis, K.R.; Serpedin, E.",Federated Learning-Based Distributed Localization of False Data Injection Attacks on Smart Grids,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010049626&doi=10.1109%2FJSYST.2025.3581524&partnerID=40&md5=34adc6a7395d88e664cd851a5706ae41,2025,Publisher: Institute of Electrical and Electronics Engineers Inc.,#done; graph neural networks; Graph neural networks; Smart grid; Deep learning; Cybe-physical systems; Cyber-physical systems; False data injection attacks; Learning systems; Smart power grids; smart grids; Neural networks; Electric power transmission networks; Network architecture; Learning algorithms; Embedded systems; Federated learning; Memory architecture; Machine learning techniques; Buses; Sensitive data; Centralized processing; Distributed localization; Measurement device; User data; #cybersecurity
2025,"Wang, L.; Gao, J.; Li, Y.; Wang, D.",A method for ultra-short-term wind power forecasting of large-scale wind farms based on adaptive spatiotemporal graph convolution,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003748738&doi=10.1016%2Fj.renene.2025.123321&partnerID=40&md5=98b9bba57b2b00e9db08a1487d25e001,2025,Publisher: Elsevier Ltd,#done; Graph neural networks; Power; Graph neural network; Graph algorithms; spatiotemporal analysis; wind farm; Wind farm; wind power; Network theory (graphs); machine learning; Power predictions; Spatio-temporal graphs; artificial neural network; China; Trees (mathematics); topology; Mean square error; Short-term wind power forecasting; Multi-task learning; Wind farm clusters; Wind farm cluster; cluster analysis; Jilin; Multi-head attention; Multitasking learning; statistical analysis; Ultra-short-term forecasting; #forecasting
2025,"Dai, H.; Liu, G.; Xin, L.; Shang, L.; Deng, H.; Ma, N.",AI-driven resilience analysis of distribution networks under extreme events,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007234434&doi=10.1007%2Fs00202-025-03147-y&partnerID=40&md5=c5c7f5626d3b77fd2339de46820d1972,2025,6 citations (Semantic Scholar/DOI) [2025-11-26] Publisher: Springer Science and Business Media Deutschland GmbH,#done; Graph neural networks; Power distribution networks; Graph neural network; Graph algorithms; Reinforcement learnings; Reinforcement learning; Network theory (graphs); Smart power grids; Recurrent neural networks; Power distribution network; Fuzzy neural networks; Networks reconfiguration; MATLAB; Lyapunov methods; Graph neural networks (GNNs); Dynamic network; Dynamic network reconfiguration; Reconfigurable hardware; Reinforcement learning (RL); Restoration strategies; System restoration; System restoration strategies; System restoration strategy; #faults-reliability
2025,"Gao, Y.; Zhang, Z.; Meng, K.; Liu, W.; Gao, R.",Graph reinforcement learning for real-time dynamic reconfiguration and fault management in energy storage networks,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004814163&doi=10.1016%2Fj.est.2025.116833&partnerID=40&md5=900b206dffecb82a3bacd186de960452,2025,Publisher: Elsevier Ltd,#done; Graph neural networks; Power; Energy storage; Reinforcement learnings; Reinforcement learning; Energy; Dynamic re-configuration; Dynamic reconfiguration; Dynamic faults; Solar fuels; Fault management; Optimization models; Real-time dynamics; Storage systems; #faults-reliability
2024,"Zhang, J.; Cong, H.; Zhou, H.; Wang, Z.; Wen, Z.; Zhang, X.",Electric Vehicle Charging Load Prediction Based on Weight Fusion Spatial–Temporal Graph Convolutional Network,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206495469&doi=10.3390%2Fen17194798&partnerID=40&md5=f0b4abd96c0c657e971633667ecc46d4,2024,Publisher: Multidisciplinary Digital Publishing Institute (MDPI),#done; Convolutional networks; Deep learning; Prediction models; Spatial temporals; Temporal graphs; deep learning; Electric load forecasting; Queueing networks; Load predictions; Charging loads; charging load prediction; Charging load prediction; Queueing theory; spatial–temporal network; Spatial–temporal network; Temporal networks; weight fusion; Weight fusion; #forecasting
2025,"He, X.; Ma, Y.; Xie, J.; Zhang, G.; Xie, T.",Enhanced Wind Power Forecasting Using Graph Convolutional Networks with Ramp Characterization and Error Correction,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008489282&doi=10.3390%2Fen18112763&partnerID=40&md5=d046576d95d5ffff3587c7654348eb62,2025,Publisher: Multidisciplinary Digital Publishing Institute (MDPI),#done; Convolutional networks; Graph convolutional network; Power; Wind forecasting; Convolution; Wind power; Weather forecasting; graph convolutional network; Short-Term wind power predictions; Features recognition; Error correction; Errors correction; Dynamic error; dynamic error correction; Dynamic error correction; Ramp events; ramp feature recognition; Ramp feature recognition; short-term wind power prediction; Wind power ramp event; wind power ramp events; #forecasting
2025,"Zhang, Y.; Karve, P.M.; Mahadevan, S.",Operational risk quantification of power grids using graph neural network surrogates of the DC optimal power flow,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005731228&doi=10.1016%2Fj.segan.2025.101748&partnerID=40&md5=60cc513ce40e3ee5dc1fdb65dc32e28e,2025,Publisher: Elsevier Ltd,#done; Power grids; Graph neural networks; Graph neural network; Neural network model; Graph algorithms; Network theory (graphs); Risk analysis; Risk assessment; Optimal power flows; Line flows; System reliability; Binary trees; DC OPF surrogate; DC OPF surrogates; Decision trees; Risk quantification; Sampling-based; System levels; #faults-reliability
2025,"Chen, K.; Luo, W.; Liu, S.; Wei, Y.; Zhou, Y.; Qing, Y.; Zhang, Q.; Wang, Y.; Song, J.; Song, M.",Powerformer: A Section-adaptive Transformer for Power Flow Adjustment,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014328098&doi=10.1145%2F3690624.3709433&partnerID=40&md5=c3294efc65a72b621f1a9842ab0834ba,2025,Journal Abbreviation: Proc. ACM SIGKDD Int. Conf. Knowl. Discov. Data Min.,#done; Graph neural networks; graph neural network; Power; Power flows; Electric load flow; Transformer; power flow adjustment; power system state representation learning; section-adaptive attention; transformer; Learning systems; Electric power transmission networks; Flow graphs; Electric load dispatching; Electric power transmission; Transmissions; Buses; System state; Power flow adjustment; Power system state representation learning; Powerformers; Section-adaptive attention; State representation; #grid-analysis
